label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
NO,0.0,0.0,0.0,-0.092727,-0.092951,-0.064122,-0.163412,-0.277778,-0.101045,-0.111288,-0.421521,-0.137914,-0.012551,-0.480664,-0.169274,-0.120531,-0.520087,-0.039853,-0.130195,-0.739612,-0.096718,-0.123105,-0.864482,-0.125844,-0.1071,-0.983032,-0.148925,-0.01873,-0.501911,-0.041545,-0.04868,-0.603997,-0.129468,-0.069438,-0.431584,-0.144097,-0.064878,-0.337512,-0.133622,0.076427,-0.454563,-0.054427,0.047162,-0.502048,-0.150814,0.005716,-0.333504,-0.137252,0.009265,-0.260627,-0.104096,0.164318,-0.386045,-0.072375,0.132299,-0.434153,-0.137091,0.082482,-0.310957,-0.127835,0.078949,-0.248087,-0.106805
NO,0.0,0.0,0.0,-0.107184,-0.086338,-0.059245,-0.195108,-0.260286,-0.097378,-0.14818,-0.410255,-0.135247,-0.04832,-0.485183,-0.168905,-0.160315,-0.492074,-0.050932,-0.233267,-0.690158,-0.118571,-0.277851,-0.811096,-0.16258,-0.306805,-0.93121,-0.196772,-0.055497,-0.494935,-0.05667,-0.112328,-0.599425,-0.140238,-0.108198,-0.425767,-0.156932,-0.077843,-0.332539,-0.154939,0.044518,-0.462846,-0.071852,-0.001614,-0.503353,-0.161416,-0.033181,-0.329684,-0.139037,-0.017206,-0.256875,-0.10583,0.138969,-0.403907,-0.092831,0.095245,-0.449101,-0.153456,0.05229,-0.319011,-0.133395,0.058646,-0.254667,-0.107428
NO,0.0,0.0,0.0,-0.116928,-0.081688,-0.059084,-0.211548,-0.298322,-0.095414,-0.154528,-0.489369,-0.132426,-0.036306,-0.576153,-0.16858,-0.163708,-0.494585,-0.032832,-0.213464,-0.697318,-0.095898,-0.254557,-0.826907,-0.131066,-0.281154,-0.946535,-0.158187,-0.04908,-0.509852,-0.039055,-0.094092,-0.698191,-0.129287,-0.106756,-0.531608,-0.145967,-0.084752,-0.410346,-0.134431,0.058063,-0.48553,-0.055978,0.012851,-0.588905,-0.165046,-0.028465,-0.388322,-0.155169,-0.008329,-0.278541,-0.119861,0.168632,-0.428735,-0.075912,0.11467,-0.519011,-0.155525,0.069655,-0.367423,-0.148578,0.084239,-0.275627,-0.12699
NO,0.0,0.0,0.0,-0.099778,-0.081214,-0.062323,-0.172048,-0.26622,-0.098826,-0.113964,-0.41013,-0.134738,-0.013538,-0.476277,-0.167199,-0.132599,-0.494059,-0.047466,-0.130742,-0.731446,-0.107369,-0.121164,-0.86836,-0.135596,-0.099363,-0.982733,-0.156087,-0.031887,-0.478541,-0.049283,-0.058214,-0.632865,-0.140328,-0.09936,-0.487414,-0.152187,-0.100366,-0.385313,-0.135703,0.061708,-0.434019,-0.061605,0.03073,-0.514765,-0.162088,-0.021172,-0.347999,-0.147651,-0.015267,-0.257991,-0.109818,0.153375,-0.363795,-0.077904,0.112196,-0.443758,-0.148689,0.061703,-0.322316,-0.140808,0.065869,-0.249609,-0.117994
NO,0.0,0.0,0.0,-0.106343,-0.07516,-0.061254,-0.187449,-0.276228,-0.095407,-0.132004,-0.452064,-0.127521,-0.026937,-0.537739,-0.156929,-0.155337,-0.486528,-0.032878,-0.185126,-0.695531,-0.088836,-0.196586,-0.84453,-0.117974,-0.199133,-0.969522,-0.142731,-0.043357,-0.496569,-0.035366,-0.075722,-0.671241,-0.123815,-0.089841,-0.51133,-0.138276,-0.074217,-0.404614,-0.123885,0.056403,-0.463187,-0.048499,0.026006,-0.556613,-0.148711,-0.012114,-0.367533,-0.134129,0.004507,-0.27641,-0.09757,0.15614,-0.399534,-0.065652,0.108764,-0.460449,-0.140307,0.06672,-0.325227,-0.136169,0.080236,-0.262206,-0.117354
NO,0.0,0.0,0.0,-0.118669,-0.083759,-0.063497,-0.211253,-0.288086,-0.103974,-0.16038,-0.457477,-0.143412,-0.049786,-0.527699,-0.179845,-0.162954,-0.479741,-0.04686,-0.239049,-0.674403,-0.119955,-0.300706,-0.801277,-0.167855,-0.342719,-0.91731,-0.202698,-0.057403,-0.487001,-0.050779,-0.11567,-0.642869,-0.143013,-0.119058,-0.466844,-0.162713,-0.086687,-0.350756,-0.156369,0.044345,-0.459498,-0.064887,-0.008113,-0.541845,-0.167363,-0.046651,-0.349527,-0.15145,-0.02278,-0.251328,-0.116058,0.144262,-0.403051,-0.083786,0.084118,-0.479864,-0.158533,0.041554,-0.333717,-0.144975,0.0608,-0.247355,-0.119762
NO,0.0,0.0,0.0,-0.113257,-0.098915,-0.063126,-0.19946,-0.285423,-0.104979,-0.161546,-0.4523,-0.145874,-0.053431,-0.531661,-0.183202,-0.160568,-0.481355,-0.047185,-0.239366,-0.681696,-0.119557,-0.297645,-0.806589,-0.164514,-0.335939,-0.921055,-0.196986,-0.056741,-0.489118,-0.051869,-0.116082,-0.645548,-0.14272,-0.11484,-0.468671,-0.160039,-0.078078,-0.359113,-0.15156,0.044153,-0.460202,-0.067032,-0.012789,-0.529263,-0.166055,-0.039961,-0.339168,-0.149662,-0.005318,-0.2595,-0.114334,0.143719,-0.40411,-0.086807,0.078888,-0.478264,-0.155042,0.047514,-0.336121,-0.1385,0.077954,-0.264343,-0.111921
NO,0.0,0.0,0.0,-0.090916,-0.087176,-0.071495,-0.161412,-0.278259,-0.112632,-0.112984,-0.41984,-0.153938,-0.019487,-0.487122,-0.189749,-0.102545,-0.517833,-0.049612,-0.102326,-0.746611,-0.111557,-0.09568,-0.869069,-0.135059,-0.07052,-0.985878,-0.151893,0.004332,-0.493722,-0.048411,-0.04596,-0.620079,-0.138448,-0.086668,-0.454355,-0.143948,-0.073934,-0.36919,-0.12576,0.101965,-0.441038,-0.060449,0.047694,-0.510842,-0.164596,-0.003907,-0.331572,-0.150542,0.015161,-0.25234,-0.115024,0.192963,-0.370968,-0.077305,0.134962,-0.443473,-0.150039,0.085775,-0.317081,-0.145727,0.102762,-0.248145,-0.127041
NO,0.0,0.0,0.0,-0.103938,-0.079097,-0.054727,-0.183558,-0.26367,-0.092587,-0.142048,-0.418354,-0.132271,-0.04716,-0.484797,-0.169956,-0.133844,-0.472754,-0.03976,-0.148938,-0.702409,-0.099686,-0.152707,-0.850849,-0.128341,-0.147997,-0.977463,-0.150545,-0.030527,-0.4662,-0.045307,-0.074904,-0.626985,-0.131921,-0.101768,-0.459768,-0.139884,-0.085402,-0.352277,-0.121797,0.064885,-0.429568,-0.061207,0.019975,-0.523599,-0.155209,-0.022936,-0.344537,-0.13784,-0.006678,-0.251882,-0.100915,0.158517,-0.372054,-0.080958,0.105045,-0.448951,-0.147557,0.062816,-0.321867,-0.140113,0.079315,-0.249461,-0.119511
NO,0.0,0.0,0.0,-0.109998,-0.099376,-0.069914,-0.198087,-0.289066,-0.114914,-0.156167,-0.458217,-0.159081,-0.043047,-0.53613,-0.200197,-0.152409,-0.496339,-0.045575,-0.216413,-0.689755,-0.116911,-0.264517,-0.815769,-0.160969,-0.294455,-0.936008,-0.192834,-0.048488,-0.50399,-0.049402,-0.097251,-0.663426,-0.144595,-0.106477,-0.49188,-0.165466,-0.080071,-0.376971,-0.156869,0.052942,-0.474573,-0.06452,0.005901,-0.550774,-0.17075,-0.031769,-0.362611,-0.159544,-0.007214,-0.27375,-0.124259,0.154613,-0.418404,-0.084467,0.098609,-0.492048,-0.155833,0.059509,-0.349484,-0.14194,0.081517,-0.272032,-0.115908
NO,0.0,0.0,0.0,-0.116214,-0.083118,-0.05858,-0.209969,-0.288019,-0.095507,-0.163341,-0.462491,-0.132314,-0.056596,-0.536687,-0.167085,-0.156718,-0.497815,-0.040129,-0.22084,-0.687325,-0.108414,-0.269595,-0.81494,-0.152492,-0.303055,-0.934495,-0.186752,-0.047749,-0.502947,-0.046467,-0.105477,-0.648671,-0.138345,-0.115929,-0.4641,-0.157656,-0.087714,-0.348095,-0.150058,0.056451,-0.47144,-0.062837,0.000829,-0.543902,-0.162525,-0.03688,-0.35166,-0.145858,-0.012767,-0.25877,-0.110241,0.157541,-0.411701,-0.083683,0.094831,-0.48572,-0.153788,0.053294,-0.343677,-0.13973,0.075734,-0.265931,-0.114736
NO,0.0,0.0,0.0,-0.097641,-0.087298,-0.06771,-0.17009,-0.280028,-0.104344,-0.121163,-0.431718,-0.140017,-0.023863,-0.496405,-0.171622,-0.121152,-0.51932,-0.048057,-0.107823,-0.746926,-0.106283,-0.086811,-0.872014,-0.136621,-0.057409,-0.985337,-0.160669,-0.014663,-0.495219,-0.048994,-0.038149,-0.628071,-0.139629,-0.066765,-0.468736,-0.155267,-0.069584,-0.369797,-0.143979,0.081975,-0.441992,-0.060862,0.057579,-0.523693,-0.16196,0.008239,-0.347371,-0.148593,0.003342,-0.258873,-0.112902,0.1722,-0.365593,-0.077539,0.13722,-0.446569,-0.151817,0.088286,-0.324859,-0.14628,0.085607,-0.256846,-0.12534
NO,0.0,0.0,0.0,-0.100843,-0.095791,-0.064389,-0.174162,-0.277612,-0.104176,-0.129457,-0.424598,-0.144819,-0.035162,-0.493945,-0.181212,-0.12469,-0.521225,-0.045887,-0.111411,-0.748672,-0.10998,-0.090378,-0.872565,-0.142819,-0.060186,-0.984097,-0.167125,-0.020678,-0.49565,-0.050516,-0.045887,-0.62886,-0.143453,-0.078586,-0.462333,-0.156583,-0.077199,-0.369232,-0.142823,0.075969,-0.441349,-0.066743,0.050482,-0.526233,-0.168451,0.000761,-0.345787,-0.148949,0.00339,-0.262007,-0.109105,0.165908,-0.364331,-0.087905,0.129743,-0.449481,-0.158623,0.08041,-0.325472,-0.146559,0.083188,-0.259696,-0.12132
NO,0.0,0.0,0.0,-0.109622,-0.079598,-0.061547,-0.205785,-0.264205,-0.10576,-0.173587,-0.427084,-0.150149,-0.069502,-0.502629,-0.191432,-0.160484,-0.466837,-0.05493,-0.240297,-0.668594,-0.129405,-0.299831,-0.799382,-0.176564,-0.340418,-0.916255,-0.21117,-0.05677,-0.475856,-0.059651,-0.125716,-0.615615,-0.15095,-0.125383,-0.435873,-0.168374,-0.088946,-0.323514,-0.162195,0.044573,-0.451297,-0.074009,-0.017734,-0.518488,-0.170002,-0.045683,-0.330709,-0.150717,-0.013875,-0.243181,-0.116222,0.144421,-0.401127,-0.093374,0.079366,-0.470384,-0.159632,0.047435,-0.329799,-0.142734,0.076692,-0.254362,-0.117316
NO,0.0,0.0,0.0,-0.118264,-0.082408,-0.060072,-0.222326,-0.28118,-0.096832,-0.184108,-0.45951,-0.134195,-0.079694,-0.541992,-0.169473,-0.167451,-0.497023,-0.036068,-0.237821,-0.68614,-0.10458,-0.29087,-0.810199,-0.148079,-0.325584,-0.927972,-0.18128,-0.060364,-0.507456,-0.04435,-0.123513,-0.666558,-0.139901,-0.134725,-0.498824,-0.163559,-0.104717,-0.386577,-0.157686,0.044029,-0.480376,-0.063065,-0.016242,-0.557257,-0.171354,-0.049614,-0.364508,-0.159995,-0.019252,-0.267695,-0.124736,0.148061,-0.423442,-0.08586,0.08253,-0.502476,-0.160751,0.039152,-0.357263,-0.147288,0.060613,-0.273462,-0.121226
NO,0.0,0.0,0.0,-0.110107,-0.091581,-0.057039,-0.204106,-0.295147,-0.095371,-0.154138,-0.470276,-0.13508,-0.042484,-0.54452,-0.172999,-0.151287,-0.506417,-0.037031,-0.195846,-0.711089,-0.099238,-0.222147,-0.840228,-0.131906,-0.228021,-0.960724,-0.158162,-0.039272,-0.511139,-0.045594,-0.088731,-0.682067,-0.135606,-0.110958,-0.51858,-0.149849,-0.088847,-0.410027,-0.137235,0.065231,-0.477328,-0.064632,0.016382,-0.569722,-0.170923,-0.024981,-0.379592,-0.159604,0.002904,-0.286643,-0.12511,0.168878,-0.412476,-0.086605,0.112206,-0.497178,-0.161496,0.066958,-0.356001,-0.153303,0.087864,-0.278149,-0.131986
NO,0.0,0.0,0.0,-0.097249,-0.103752,-0.064657,-0.168964,-0.268734,-0.107874,-0.118086,-0.409362,-0.151285,-0.021854,-0.478034,-0.189874,-0.129707,-0.516807,-0.043717,-0.134963,-0.741085,-0.103623,-0.124369,-0.870703,-0.133861,-0.104241,-0.982273,-0.155801,-0.029839,-0.499312,-0.048779,-0.048064,-0.62559,-0.1381,-0.07304,-0.460769,-0.15072,-0.069798,-0.362774,-0.135651,0.063629,-0.449518,-0.064874,0.042013,-0.513303,-0.162768,-0.003068,-0.339427,-0.144093,-0.000893,-0.25718,-0.104193,0.150853,-0.373686,-0.085871,0.118502,-0.44268,-0.149552,0.07325,-0.320483,-0.133706,0.074585,-0.255706,-0.105998
WHERE,0.0,0.0,0.0,-0.037284,-0.302343,-0.026019,0.021635,-0.569392,-0.057946,0.108528,-0.773308,-0.090209,0.166811,-0.896657,-0.119421,0.287377,-0.546299,-0.091672,0.503998,-0.735795,-0.132675,0.54239,-0.820469,-0.139061,0.525998,-0.840059,-0.132766,0.395784,-0.372747,-0.096523,0.622361,-0.5808,-0.111334,0.613561,-0.680674,-0.090621,0.554521,-0.687768,-0.073691,0.455711,-0.199862,-0.10137,0.664844,-0.374727,-0.111883,0.644211,-0.484273,-0.08456,0.580633,-0.501627,-0.063682,0.479861,-0.044515,-0.108311,0.632327,-0.155844,-0.105334,0.621221,-0.240158,-0.077505,0.567094,-0.253802,-0.053002
WHERE,0.0,0.0,0.0,-0.060346,-0.21494,-0.041945,-0.02387,-0.409661,-0.06616,0.038491,-0.57644,-0.083428,0.052154,-0.706264,-0.096875,0.19281,-0.464089,-0.05635,0.336243,-0.663621,-0.083435,0.422817,-0.78417,-0.093725,0.478105,-0.873062,-0.095802,0.269764,-0.362327,-0.042777,0.411382,-0.537092,-0.060158,0.45678,-0.623595,-0.052164,0.460705,-0.672428,-0.038173,0.310424,-0.256314,-0.032717,0.443711,-0.410951,-0.046836,0.484578,-0.502095,-0.034836,0.487574,-0.563079,-0.017466,0.328532,-0.156437,-0.026508,0.434659,-0.269276,-0.027843,0.460426,-0.339753,-0.012987,0.455496,-0.390767,0.005247
WHERE,0.0,0.0,0.0,-0.066567,-0.234454,-0.047885,-0.042194,-0.449171,-0.076481,0.024215,-0.641517,-0.099952,0.045902,-0.791875,-0.118777,0.207206,-0.525424,-0.049949,0.347659,-0.721533,-0.074694,0.426859,-0.813943,-0.082841,0.4808,-0.872848,-0.083474,0.298399,-0.425493,-0.03571,0.4456,-0.634134,-0.051726,0.514447,-0.740922,-0.046584,0.550991,-0.807455,-0.037009,0.352739,-0.304917,-0.026771,0.493507,-0.48543,-0.044772,0.549878,-0.586814,-0.041229,0.571216,-0.660769,-0.02936,0.382609,-0.176621,-0.022008,0.504352,-0.291361,-0.025104,0.542103,-0.371164,-0.016193,0.549954,-0.438054,-0.002375
WHERE,0.0,0.0,0.0,-0.068653,-0.236798,-0.037177,-0.04217,-0.455428,-0.066625,0.028685,-0.661588,-0.092711,0.045355,-0.818452,-0.114035,0.2128,-0.535711,-0.056936,0.361243,-0.746473,-0.082433,0.433326,-0.82842,-0.083051,0.475065,-0.876694,-0.075633,0.311301,-0.426325,-0.047143,0.473027,-0.658021,-0.06653,0.533022,-0.762845,-0.053509,0.556068,-0.821539,-0.034609,0.370953,-0.293435,-0.040943,0.529209,-0.49068,-0.063687,0.579261,-0.598622,-0.053041,0.588354,-0.670059,-0.031962,0.403567,-0.152852,-0.036798,0.541305,-0.276494,-0.039012,0.573214,-0.35929,-0.02318,0.566423,-0.424249,-0.001972
WHERE,0.0,0.0,0.0,-0.060287,-0.20602,-0.048083,-0.033503,-0.405812,-0.082904,0.027361,-0.588632,-0.113812,0.046772,-0.726784,-0.140623,0.190899,-0.472006,-0.06507,0.322768,-0.692945,-0.105399,0.401473,-0.808179,-0.121399,0.450902,-0.88375,-0.125194,0.276955,-0.369931,-0.056819,0.422776,-0.577316,-0.088924,0.466467,-0.654095,-0.084589,0.464731,-0.684388,-0.069786,0.327892,-0.24886,-0.054272,0.476026,-0.415946,-0.087536,0.50666,-0.507016,-0.077702,0.494174,-0.559915,-0.055472,0.355835,-0.122872,-0.05572,0.48654,-0.226643,-0.073398,0.502336,-0.292496,-0.062249,0.479347,-0.334176,-0.041768
WHERE,0.0,0.0,0.0,-0.057278,-0.185454,-0.054712,-0.02829,-0.365803,-0.092528,0.022774,-0.523547,-0.123871,0.039368,-0.648406,-0.150718,0.171278,-0.408783,-0.090282,0.291648,-0.649613,-0.144289,0.359799,-0.797724,-0.16968,0.401231,-0.898541,-0.177873,0.253264,-0.308893,-0.077634,0.38011,-0.492541,-0.109881,0.403286,-0.576695,-0.098461,0.385485,-0.608812,-0.07965,0.296085,-0.20211,-0.070865,0.421823,-0.356478,-0.097678,0.43244,-0.44909,-0.070003,0.403142,-0.497085,-0.037689,0.316604,-0.100115,-0.070449,0.432208,-0.181565,-0.085208,0.443177,-0.250921,-0.065861,0.415601,-0.29554,-0.039509
WHERE,0.0,0.0,0.0,-0.001879,-0.297296,0.03392,0.022448,-0.498742,0.009038,0.016669,-0.644976,-0.019432,-0.009496,-0.766759,-0.051165,0.209564,-0.479819,-0.118038,0.344156,-0.709386,-0.191277,0.347225,-0.852154,-0.224334,0.322079,-0.91316,-0.238511,0.202807,-0.409877,-0.171291,0.349789,-0.611281,-0.254909,0.352992,-0.774859,-0.293351,0.319067,-0.858821,-0.314871,0.128314,-0.331486,-0.214333,0.129999,-0.590756,-0.307759,0.070733,-0.789213,-0.363851,0.010508,-0.918479,-0.395329,0.000826,-0.267821,-0.244057,-0.129039,-0.462139,-0.331841,-0.219459,-0.57774,-0.372712,-0.289173,-0.653192,-0.394651
WHERE,0.0,0.0,0.0,0.071895,-0.241304,-0.028459,0.128891,-0.536451,-0.064588,0.177288,-0.776857,-0.091323,0.210749,-0.91835,-0.122849,-0.029921,-0.519454,-0.120282,-0.1336,-0.651457,-0.168534,-0.170271,-0.685636,-0.197714,-0.168566,-0.686298,-0.211522,-0.143518,-0.439273,-0.124365,-0.35007,-0.662643,-0.1544,-0.45419,-0.777232,-0.173126,-0.511451,-0.837405,-0.192799,-0.241139,-0.369976,-0.122811,-0.430175,-0.565351,-0.150634,-0.50408,-0.666329,-0.152552,-0.530872,-0.72634,-0.157922,-0.315961,-0.304659,-0.119268,-0.446539,-0.451117,-0.12513,-0.489623,-0.521182,-0.101638,-0.501388,-0.571287,-0.086728
WHERE,0.0,0.0,0.0,0.0772,-0.196945,-0.010623,0.118957,-0.431053,-0.040678,0.135918,-0.619918,-0.062495,0.124236,-0.766708,-0.088871,0.156356,-0.414811,-0.170216,0.267052,-0.626082,-0.234832,0.319054,-0.768219,-0.266577,0.362265,-0.886256,-0.288642,0.079434,-0.399432,-0.191449,0.121808,-0.576529,-0.257756,0.102227,-0.701693,-0.28333,0.07751,-0.791306,-0.304301,-0.022608,-0.369422,-0.203157,-0.067251,-0.586563,-0.269995,-0.122484,-0.751868,-0.305369,-0.179122,-0.877115,-0.332419,-0.135194,-0.326773,-0.207807,-0.237579,-0.495223,-0.271628,-0.316839,-0.60275,-0.301574,-0.383659,-0.69359,-0.321161
WHERE,0.0,0.0,0.0,0.084299,-0.214494,0.000484,0.128299,-0.467528,-0.035494,0.149785,-0.65593,-0.068935,0.134798,-0.769781,-0.106917,0.110157,-0.515626,-0.136076,0.176646,-0.733056,-0.205464,0.242225,-0.844523,-0.243874,0.310129,-0.912866,-0.265511,0.022857,-0.499921,-0.158268,0.029809,-0.691081,-0.216251,0.081455,-0.751083,-0.2217,0.140364,-0.77613,-0.224075,-0.100113,-0.464648,-0.173284,-0.203732,-0.693166,-0.221028,-0.228031,-0.75453,-0.204191,-0.222597,-0.769815,-0.18987,-0.228868,-0.404305,-0.184008,-0.356398,-0.588949,-0.213597,-0.398284,-0.639805,-0.196501,-0.413182,-0.665173,-0.180133
WHERE,0.0,0.0,0.0,0.070487,-0.22159,0.015877,0.128425,-0.466695,-0.007215,0.189505,-0.66536,-0.037469,0.243693,-0.80117,-0.078858,0.094623,-0.556803,-0.09269,0.117303,-0.775881,-0.144937,0.163945,-0.877838,-0.173708,0.212776,-0.957972,-0.192397,0.011055,-0.533775,-0.122894,-0.142781,-0.692507,-0.170225,-0.233757,-0.718741,-0.189784,-0.295404,-0.729683,-0.206934,-0.087428,-0.478526,-0.145802,-0.269476,-0.611717,-0.188468,-0.369267,-0.649497,-0.196918,-0.4414,-0.664377,-0.205417,-0.181261,-0.40526,-0.163047,-0.323284,-0.529369,-0.184226,-0.398797,-0.566047,-0.178343,-0.456709,-0.603286,-0.174449
WHERE,0.0,0.0,0.0,0.097104,-0.183366,0.002248,0.161795,-0.403082,-0.016176,0.198842,-0.575351,-0.029722,0.23088,-0.70289,-0.049322,0.164248,-0.418342,-0.135169,0.266145,-0.637944,-0.193163,0.3232,-0.781892,-0.222586,0.376043,-0.893844,-0.244202,0.101115,-0.384681,-0.164885,0.124106,-0.608433,-0.246321,0.111654,-0.784417,-0.293704,0.096737,-0.921709,-0.326471,0.011548,-0.331412,-0.182368,-0.038989,-0.558296,-0.266873,-0.08595,-0.715916,-0.314469,-0.129789,-0.846998,-0.342375,-0.092954,-0.274058,-0.190833,-0.196814,-0.427494,-0.263033,-0.262423,-0.518759,-0.291958,-0.314949,-0.607495,-0.306929
WHERE,0.0,0.0,0.0,0.076315,-0.194913,-0.01463,0.104141,-0.426536,-0.051328,0.115147,-0.605188,-0.082499,0.108476,-0.730233,-0.121129,0.11458,-0.480108,-0.164917,0.188109,-0.663205,-0.231908,0.228261,-0.800351,-0.272718,0.260757,-0.916045,-0.304741,0.030298,-0.462798,-0.188559,0.085276,-0.566271,-0.258283,0.094765,-0.650014,-0.287912,0.097267,-0.717367,-0.315458,-0.079647,-0.40626,-0.20374,-0.141237,-0.550975,-0.27026,-0.206251,-0.663381,-0.287398,-0.265411,-0.751445,-0.303575,-0.202111,-0.321812,-0.214043,-0.32748,-0.451988,-0.276499,-0.408248,-0.53519,-0.294763,-0.478383,-0.617739,-0.306536
WHERE,0.0,0.0,0.0,0.084082,-0.207194,-0.003769,0.142026,-0.429139,-0.029487,0.182141,-0.601107,-0.049923,0.233741,-0.7212,-0.075323,0.167247,-0.437803,-0.147313,0.274001,-0.636336,-0.212221,0.333144,-0.772299,-0.24642,0.387039,-0.881218,-0.271395,0.112205,-0.39743,-0.177128,0.135167,-0.604521,-0.263743,0.118804,-0.783015,-0.31448,0.095095,-0.91461,-0.350694,0.028296,-0.334569,-0.195564,-0.026692,-0.54448,-0.287417,-0.077287,-0.70132,-0.341365,-0.132103,-0.825858,-0.373601,-0.077558,-0.272845,-0.20516,-0.189023,-0.415504,-0.282498,-0.261698,-0.506664,-0.317156,-0.325182,-0.593416,-0.337167
WHERE,0.0,0.0,0.0,0.075742,-0.20371,-0.016174,0.084078,-0.431559,-0.055145,0.037622,-0.595736,-0.087321,-0.030686,-0.694764,-0.125911,0.114422,-0.476537,-0.156274,0.198766,-0.672393,-0.220978,0.244332,-0.807328,-0.255833,0.283291,-0.917938,-0.277733,0.030913,-0.433304,-0.174963,0.018033,-0.613802,-0.237157,-0.02186,-0.739605,-0.263097,-0.056715,-0.836581,-0.282792,-0.084835,-0.37255,-0.184704,-0.196785,-0.561461,-0.2459,-0.274691,-0.687633,-0.265474,-0.339221,-0.779279,-0.276734,-0.207313,-0.296467,-0.189346,-0.330148,-0.452951,-0.237037,-0.395673,-0.541888,-0.245997,-0.443426,-0.616112,-0.248213
WHERE,0.0,0.0,0.0,0.103546,-0.198124,-0.003306,0.182839,-0.412851,-0.030417,0.232982,-0.576441,-0.052594,0.275537,-0.717305,-0.080507,0.218582,-0.411034,-0.166978,0.343239,-0.588677,-0.241432,0.419715,-0.71247,-0.283612,0.492151,-0.810964,-0.316424,0.160291,-0.361473,-0.206429,0.212494,-0.535794,-0.308983,0.220669,-0.710198,-0.371367,0.220519,-0.846923,-0.416571,0.070206,-0.301117,-0.233753,0.045052,-0.508383,-0.341284,0.018897,-0.678347,-0.407511,-0.012056,-0.813769,-0.449285,-0.042635,-0.24858,-0.251875,-0.146208,-0.401085,-0.347982,-0.21364,-0.516955,-0.395481,-0.268794,-0.619505,-0.425561
WHERE,0.0,0.0,0.0,0.083427,-0.276103,-0.028715,0.206628,-0.544712,-0.07669,0.302829,-0.745484,-0.120136,0.388414,-0.892427,-0.172881,0.250497,-0.477618,-0.220467,0.327181,-0.628589,-0.332471,0.354587,-0.739074,-0.406925,0.366271,-0.810348,-0.457364,0.171736,-0.40295,-0.261808,0.257328,-0.533315,-0.36652,0.274301,-0.669741,-0.423307,0.270346,-0.762973,-0.475753,0.052476,-0.329683,-0.297026,0.076086,-0.46144,-0.397777,0.050218,-0.572541,-0.442063,0.018861,-0.657441,-0.480041,-0.104887,-0.272968,-0.329056,-0.194054,-0.387145,-0.429039,-0.272934,-0.475424,-0.473681,-0.341492,-0.55252,-0.506127
WHERE,0.0,0.0,0.0,0.089367,-0.184618,-0.019001,0.144629,-0.437172,-0.059802,0.17132,-0.647717,-0.092967,0.164827,-0.793871,-0.135357,0.16662,-0.4298,-0.187659,0.249417,-0.625575,-0.264786,0.300352,-0.767679,-0.308456,0.341786,-0.876034,-0.340217,0.075531,-0.406803,-0.211521,0.116817,-0.547003,-0.280637,0.105675,-0.633326,-0.298608,0.096876,-0.682,-0.317673,-0.051171,-0.362596,-0.22887,-0.092517,-0.562884,-0.29534,-0.158377,-0.719744,-0.313635,-0.214165,-0.836111,-0.332543,-0.193269,-0.303908,-0.241111,-0.298098,-0.470083,-0.307673,-0.373417,-0.590134,-0.333754,-0.43556,-0.69163,-0.352489
WHERE,0.0,0.0,0.0,0.089689,-0.249758,0.0013,0.106546,-0.505858,-0.016601,0.066917,-0.694666,-0.034411,0.017261,-0.828644,-0.05917,0.154487,-0.496975,-0.098004,0.245517,-0.67347,-0.152038,0.301599,-0.802098,-0.186012,0.350946,-0.911955,-0.212545,0.087358,-0.446504,-0.128635,0.064845,-0.672146,-0.186006,0.013518,-0.83419,-0.222739,-0.024473,-0.961406,-0.253693,-0.006185,-0.386121,-0.152267,-0.074852,-0.599971,-0.214148,-0.150246,-0.744853,-0.251071,-0.213656,-0.863667,-0.27765,-0.118982,-0.323015,-0.170693,-0.230059,-0.446275,-0.232753,-0.308348,-0.539167,-0.26174,-0.368843,-0.624043,-0.278719
WHERE,0.0,0.0,0.0,0.100171,-0.19501,0.009848,0.168496,-0.404326,-0.001339,0.186679,-0.566337,-0.009269,0.191824,-0.686602,-0.024423,0.187781,-0.429522,-0.122257,0.287343,-0.637634,-0.171864,0.33822,-0.786017,-0.198139,0.382063,-0.898261,-0.21715,0.103625,-0.390548,-0.150162,0.098565,-0.636384,-0.204354,0.07303,-0.820747,-0.238226,0.052686,-0.957763,-0.266333,0.003551,-0.340964,-0.166679,-0.052774,-0.577729,-0.226882,-0.102917,-0.725183,-0.269881,-0.147604,-0.842489,-0.30002,-0.106025,-0.292959,-0.175346,-0.216028,-0.432801,-0.236924,-0.287362,-0.528175,-0.268129,-0.339071,-0.612616,-0.286155
